Price,Year,Mileage,City,State,Vin,Make,Model
29991,2015,59896,Simsbury, CT,YV4902RM5F2671974,Volvo,XC602015.5
37695,2016,8936,Westport, CT,YV149MTS5G2405744,Volvo,S60T6
34867,2017,18989,Hampton, VA,YV440MDU8H2075256,Volvo,XC60T5
34850,2017,13854,East Hartford, CT,YV440MRU7H2000931,Volvo,XC60T5
29950,2014,53400,St. Louis, MO,YV4902DZ5E2535474,Volvo,XC60T6
13995,2010,74050,Berwyn, PA,YV1992AH7A1116735,Volvo,S804dr
33787,2017,11014,Salt Lake City, UT,YV440MWK7H1024915,Volvo,V60
31993,2015,34630,Miami, FL,YV4902RS4F2665324,Volvo,XC602015.5
35435,2017,19256,San Antonio, TX,YV440MDU2H2120806,Volvo,XC60T5
32488,2015,31390,Hingham, MA,YV4902RD8F2615527,Volvo,XC60T6
6999,2005,151858,Hillsboro, OR,YV1MH682052080537,Volvo,S402.5L
32998,2016,7622,Concord, NH,YV4612HKXG1010674,Volvo,V60
32997,2016,34197,Roseville, CA,YV4612RK2G2806831,Volvo,XC60AWD
18989,2014,46012,Jennings, LA,YV1612FS1E2270503,Volvo,S60T5
19995,2015,31411,New York, NY,YV1612TC1F2308469,Volvo,S60T5
8295,2008,120471,Cary, NC,YV4CY982781437271,Volvo,XC90FWD
16250,2011,88790,Hamburg, NY,YV4952DZ7B2173841,Volvo,XC60AWD
34995,2017,18547,Plano, TX,YV440MDU9H2075444,Volvo,XC60T5
8500,2007,164713,Killeen, TX,YV1SW592672664904,Volvo,V704dr
31995,2015,38171,Somerville, NJ,YV4902RK1F2662638,Volvo,XC602015.5
31985,2015,38321,Cathedral City, CA,YV4902RH9F2574389,Volvo,XC60T6
33980,2014,36126,Rockville, MD,YV4952CZ6E1701946,Volvo,XC90AWD
34484,2016,23759,Wilsonville, OR,YV4902RM5G2789038,Volvo,XC60AWD
35500,2017,11801,East Hartford, CT,YV440MRU0H2074403,Volvo,XC60T5
6990,2007,108006,Englewood, CO,YV1MS382172290924,Volvo,S404dr
35380,2017,15221,Trevose, PA,YV440MRU0H2081772,Volvo,XC60T5
32800,2016,6675,Lenoir, NC,YV4612UM7G2001898,Volvo,S60
34995,2017,19210,Plano, TX,YV440MDUXH2075212,Volvo,XC60T5
32982,2015,23830,Grapevine, TX,YV4902RK9F2664475,Volvo,XC602015.5
4999,2004,129567,Midlothian, VA,YV1RS61T042367143,Volvo,S602.4L
32499,2015,32350,Simsbury, CT,YV4902RCXF2591920,Volvo,XC60T6
34995,2017,19290,Plano, TX,YV440MDU9H2064458,Volvo,XC60T5
4755,2002,60316,Fort Washington, PA,YV1VW29502F840319,Volvo,V40A
35497,2017,19681,Silver Spring, MD,YV440MRU0H2054040,Volvo,XC60T5
4995,2005,99890,Pompano Beach, FL,YV1MS390052067459,Volvo,S402.4L
28200,2015,24071,Golden Valley, MN,YV1612SD4F1211332,Volvo,V60T5
36998,2017,1936,Woodbridge, VA,YV440MDU1H2180396,Volvo,XC60T5
31994,2017,13306,Dulles, VA,YV140MSK1H1360238,Volvo,V60T5
29932,2015,13319,San Jose, CA,YV1612SD7F1201149,Volvo,V60T5
35380,2017,16179,Trevose, PA,YV440MRU9H2081950,Volvo,XC60T5
31988,2015,32008,Nashua, NH,YV4902RD1F2585965,Volvo,XC60T6
4899,2005,130419,Chantilly, VA,YV1SZ592251189052,Volvo,XC702.5L
34900,2016,9435,DFW Airport, TX,YV440MDM4G2830577,Volvo,XC60FWD
8944,2007,96244,Falls Church, VA,YV4CM982971368254,Volvo,XC90AWD
5178,2006,117197,Frederick, MD,YV1MS382062196483,Volvo,S402.4L
33788,2017,18929,Beaverton, OR,YV440MWK8H1025751,Volvo,V60
22445,2015,23067,Dulles, VA,YV140MFB1F1302914,Volvo,S60T5
20500,2013,65065,East Hartford, CT,YV4940DZ4D2405872,Volvo,XC60AWD
36943,2017,5173,Charleston, SC,YV440MDR7H2079794,Volvo,XC60T5
33597,2016,6567,Oak Park, IL,YV4612UM2G2002084,Volvo,S60
33975,2015,45230,Charleston, SC,YV4902NCXF1199936,Volvo,XC70T6
32900,2017,15867,Portland, OR,YV440MWK4H1025780,Volvo,V60
35500,2017,12883,Golden Valley, MN,YV440MRUXH2079852,Volvo,XC60T5
33788,2017,19447,Beaverton, OR,YV440MWK2H1025387,Volvo,V60
32995,2015,28663,Doylestown, PA,YV4902RC3F2626037,Volvo,XC60T6
27944,2015,28617,Middletown, CT,YV1612SD3F1211600,Volvo,V60T5
8198,2007,149143,Commerce City, CO,YV4CZ982871344688,Volvo,XC90AWD
35967,2015,21730,Charleston, SC,YV4902NC0F1200415,Volvo,XC70T6
9993,2006,86472,McMurray, PA,YV1RH527262551951,Volvo,S602.5L
26995,2015,39407,Lawrenceville, NJ,YV149MFD1F1317405,Volvo,S60T6
28900,2015,30037,Delray Beach, FL,YV1612TD1F1314769,Volvo,S60T5
6000,2005,99753,Eugene, OR,YV1MS682452115338,Volvo,S402.5L
32599,2015,33991,Bluffton, SC,YV4902RK3F2643539,Volvo,XC602015.5
35500,2017,13589,Golden Valley, MN,YV440MRU9H2137529,Volvo,XC60T5
8499,2005,102931,Fort Collins, CO,YV1CZ911951186549,Volvo,XC904dr
29100,2015,14338,Lawrenceville, NJ,YV1612TD2F2304455,Volvo,S60T5
12395,2009,90857,Lauderdale Lakes, FL,YV1MS382X92464671,Volvo,S404dr
34305,2014,34800,Lawrenceville, NJ,YV4952CZXE1693611,Volvo,XC90AWD
32489,2015,35979,Alexandria, VA,YV4902RDXF2625086,Volvo,XC60T6
35988,2017,10396,Plano, TX,YV440MDR6H2090852,Volvo,XC60T5
6995,2007,95900,Naugatuck, CT,YV1MS382572272118,Volvo,S404dr
21497,2014,27941,Winston Salem, NC,YV1612FS9E2294919,Volvo,S60T5
32995,2016,17399,Berwyn, PA,LYV402FM2GB088666,Volvo,S60
29995,2016,23667,Tiverton, RI,YV1612SK0G1308348,Volvo,V60T5
28995,2015,27229,Tiverton, RI,YV1612SD0F1198580,Volvo,V60T5
35777,2017,17984,Milford, CT,YV440MRU2H2081479,Volvo,XC60T5
39795,2017,3404,Allentown, PA,LYV402TM9HB128005,Volvo,S60T5
5584,2005,103512,Golden, CO,YV1MS382952079273,Volvo,S402.4L
36995,2016,9211,New Bern, NC,YV440MDM7G2880227,Volvo,XC60FWD
19990,2015,47252,Maplewood, MN,YV140MFB9F2301102,Volvo,S60T5
2999,2001,183701,Weaverville, NC,YV1SZ58D511014114,Volvo,V70XC
2995,2002,192356,Manassas, VA,YV1SZ58D221073462,Volvo,V70XC
33886,2017,18934,Schaumburg, IL,YV440MWK5H1033726,Volvo,V60
31800,2015,45237,Willoughby, OH,YV4902RB8F2623139,Volvo,XC60T6
38991,2016,33,Tempe, AZ,YV126MFK1G2413982,Volvo,S60T5
38991,2016,36,Tempe, AZ,YV126MFK8G2413929,Volvo,S60T5
38991,2016,44,Tempe, AZ,YV1612TK7G2415888,Volvo,S60T5
30951,2015,45902,Torrance, CA,YV4902RH0F2585801,Volvo,XC60T6
35500,2017,15281,Golden Valley, MN,YV440MRU9H2056109,Volvo,XC60T5
8818,2008,116603,North Richland Hills, TX,YV4CY982681486915,Volvo,XC90FWD
17791,2012,97221,Millington, TN,YV4902DZ1C2317271,Volvo,XC60AWD
33388,2015,52875,Athens, GA,YV4902ND3F1202703,Volvo,XC70T6
33880,2015,41852,Worcester, MA,YV4940ND4F1198685,Volvo,XC70AWD
32998,2017,412,Fairfax, VA,YV140MEK1H1352992,Volvo,V60T5
22295,2013,68344,Hooksett, NH,YV4952CZ9D1657083,Volvo,XC90AWD
12895,2009,86962,Round Rock, TX,YV1MS382392468108,Volvo,S404dr
35500,2017,16137,Golden Valley, MN,YV440MRU1H2081246,Volvo,XC60T5
34850,2017,17146,Pensacola, FL,YV440MDU5H2008243,Volvo,XC60T5
7494,2005,110535,Salt Lake City, UT,YV1CM592751217737,Volvo,XC904dr
32900,2015,54683,Stamford, CT,YV4902NBXF1199099,Volvo,XC70T6
35000,2016,31,San Francisco, CA,LYV402FM2GB093107,Volvo,S60
32619,2015,34309,Golden Valley, MN,YV4902RD6F2624209,Volvo,XC60T6
32994,2015,34268,Barrington, IL,YV4902RS6F2643230,Volvo,XC602015.5
34916,2017,27814,Morehead, KY,YV440MRU7H2002033,Volvo,XC60T5
31788,2015,49426,Lynnwood, WA,YV4902RC7F2588943,Volvo,XC60T6
32000,2015,44856,Brooklyn, NY,YV4902RH3F2585856,Volvo,XC60T6
33495,2015,27052,Hasbrouck Heights, NJ,YV4902RD2F2585991,Volvo,XC60T6
34991,2017,25893,Simsbury, CT,YV440MRU8H2001800,Volvo,XC60T5
18995,2013,35009,Philadelphia, PA,YV1612FHXD2187414,Volvo,S60T5
34000,2017,7298,Perkasie, PA,YV440MUM0H2003693,Volvo,S60
35500,2015,24323,Bluffton, SC,YV4902NK1F1224312,Volvo,XC702015.5
34000,2017,7399,Perkasie, PA,YV440MUM0H2003712,Volvo,S60
5500,2004,182272,Covington, TN,YV1SZ59H541127101,Volvo,V70XC70
34208,2017,13094,Oak Park, IL,YV440MWK0H1025842,Volvo,V60
21900,2012,44873,Stamford, CT,YV1622FS2C2097729,Volvo,S60FWD
28888,2014,75382,Orlando, FL,YV4902DZ4E2549513,Volvo,XC60T6
32895,2014,26376,Westport, CT,YV4902DZ8E2535002,Volvo,XC60T6
24995,2013,47953,Edison, NJ,YV4952CZ2D1653523,Volvo,XC90AWD
34999,2015,10003,Midlothian, VA,YV4902RMXF2734731,Volvo,XC602015.5
27495,2015,49562,Edison, NJ,YV1612SD1F1194831,Volvo,V60T5
32995,2015,34678,Doylestown, PA,YV4902RD4F2565161,Volvo,XC60T6
27610,2015,34878,Golden Valley, MN,YV149MFD5F2314355,Volvo,S60T6
34997,2015,32291,West Simsbury, CT,YV4902NM2F1230704,Volvo,XC702015.5
37000,2016,13,San Francisco, CA,YV440MDK9G2784985,Volvo,XC60FWD
37000,2016,17,San Francisco, CA,YV440MDK6G2785091,Volvo,XC60FWD
33995,2015,33452,New York, NY,YV4902NDXF1196964,Volvo,XC70T6
12899,2012,107436,Royal Oak, MI,YV1902FH8C2044508,Volvo,S60AWD
35749,2017,19675,Marietta, GA,YV440MDUXH2001112,Volvo,XC60T5
33992,2015,37032,Marietta, GA,YV4902NM3F1223888,Volvo,XC702015.5
33000,2015,32992,East Hanover, NJ,YV4902RD9F2612815,Volvo,XC60T6
34755,2015,19926,Manchester, MO,YV4902RD1F2564632,Volvo,XC60T6
7050,2007,135024,Metairie, LA,YV4CN982371372782,Volvo,XC90FWD
35999,2015,21071,Hingham, MA,YV4902NK5F1208209,Volvo,XC702015.5
19995,2015,52814,Salt Lake City, UT,YV140MFC6F1299808,Volvo,S60T5
28680,2015,36930,Westport, CT,YV1612SD3F1193888,Volvo,V60T5
22901,2013,69972,Enid, OK,YV4952CZ8D1635026,Volvo,XC90AWD
33287,2015,32656,Alexandria, VA,YV4902RD6F2618605,Volvo,XC60T6
32000,2015,45608,East Hanover, NJ,YV4902RD5F2593101,Volvo,XC60T6
34880,2017,9798,Nazareth, PA,YV440MWKXH1025864,Volvo,V60
34500,2017,19833,Thousand Oaks, CA,YV440MWK0H1025341,Volvo,V60
35500,2015,26202,East Petersburg, PA,YV4902RK8F2659073,Volvo,XC602015.5
32990,2016,14447,Fishers, IN,YV4612HM6G1015565,Volvo,V60
30995,2016,89400,Naugatuck, CT,YV4A22PK3G1026756,Volvo,XC90AWD
36900,2015,30777,East Petersburg, PA,YV4902NC9F1200431,Volvo,XC70T6
34950,2016,25000,Bellingham, WA,YV4902RK6G2785403,Volvo,XC60AWD
35400,2015,19594,Golden Valley, MN,YV4902NC6F1200354,Volvo,XC70T6
22491,2015,31539,Dulles, VA,YV126MFK6F1340273,Volvo,S602015.5
11999,2010,94383,Marietta, GA,YV4982CZ1A1532257,Volvo,XC90AWD
5300,2006,115060,Colorado Springs, CO,YV1MS382662159373,Volvo,S402.4L
35523,2016,9998,Schaumburg, IL,YV4612RM9G2867305,Volvo,XC60AWD
36983,2017,7686,Dallas, TX,YV440MDR3H2034416,Volvo,XC60T5
36588,2017,10330,Houston, TX,YV440MDU1H2009552,Volvo,XC60T5
22900,2015,19626,Stamford, CT,YV1612TCXF1315796,Volvo,S60T5
36996,2017,6923,Marietta, GA,YV440MRUXH2007890,Volvo,XC60T5
35800,2017,11724,Golden Valley, MN,YV440MRU6H2080870,Volvo,XC60T5
33995,2016,13650,Berwyn, PA,YV4612UM5G2000569,Volvo,S60
8995,2006,90493,Bloomfield, NJ,YV4SZ592X61208063,Volvo,XC702.5L
35498,2015,27798,Oak Park, IL,YV4902NK9F1220122,Volvo,XC702015.5
20900,2015,44521,Stamford, CT,YV1612TB3F2304351,Volvo,S60T5
19990,2014,46905,Maplewood, MN,YV1612FH3E2279594,Volvo,S60T5
34783,2015,17187,Alexandria, VA,YV4902RM1F2693809,Volvo,XC602015.5
38995,2016,7856,Berwyn, PA,YV149MTP0G2409020,Volvo,S60T6
36588,2017,11381,Houston, TX,YV440MDUXH2064307,Volvo,XC60T5
2595,1999,199076,Houston, TX,YV1TS97D1X1018963,Volvo,S804dr
34798,2016,24008,Oak Park, IL,YV4902RK4G2783326,Volvo,XC60AWD
6992,2006,124498,Rockford, IL,YV4SZ592361220300,Volvo,XC702.5L
37888,2017,4729,Charleston, SC,YV449MRU4H2141946,Volvo,XC60T6
34977,2016,14031,Tempe, AZ,YV4902RK7G2801866,Volvo,XC60AWD
36588,2017,11968,Houston, TX,YV440MDU8H2005076,Volvo,XC60T5
34230,2015,32016,Philadelphia, PA,YV4902NDXF1191053,Volvo,XC70T6
2495,2000,190148,Memphis, TN,YV1LW61J6Y2689879,Volvo,V70A
7995,2007,162459,Lakewood, CO,YV4CZ852471330608,Volvo,XC90AWD
36488,2017,13451,Houston, TX,YV440MDU3H2074841,Volvo,XC60T5
33998,2016,9957,Concord, NH,LYV612TM2GB099161,Volvo,S60
36588,2017,12593,Houston, TX,YV440MDU5H2000675,Volvo,XC60T5
20784,2015,44700,North Richland Hills, TX,YV140MFB7F2306461,Volvo,S60T5
2999,2004,157148,Chantilly, VA,YV1RH59H642367916,Volvo,S602.5L
36850,2017,16268,Manchester, MO,YV449MRR6H2025403,Volvo,XC60T6
22995,2015,30146,Austin, TX,YV140MFB3F1317351,Volvo,S60T5
35800,2017,14130,Golden Valley, MN,YV440MRU5H2057046,Volvo,XC60T5
15950,2010,74643,St. Louis, MO,YV4982DL6A2065261,Volvo,XC60FWD
12998,2010,85447,Oak Park, IL,YV4982BZ2A1090543,Volvo,XC704dr
39298,2016,4573,Oak Park, IL,YV149MTS1G2414862,Volvo,S60T6
35800,2017,14756,Golden Valley, MN,YV440MRU2H2080848,Volvo,XC60T5
36488,2017,14957,Houston, TX,YV440MDU2H2074622,Volvo,XC60T5
35982,2016,14811,Dallas, TX,YV440MDM3G2849640,Volvo,XC60FWD
35800,2017,14956,Golden Valley, MN,YV440MRU5H2062988,Volvo,XC60T5
5900,2009,136259,Nashville, TN,YV1MK672792149975,Volvo,C302dr
22994,2015,29844,Dulles, VA,YV126MFK5F2336595,Volvo,S602015.5
2995,1999,167733,Virginia Beach, VA,YV1LT56D8X2600169,Volvo,S70AWD
34995,2015,38868,Englewood, NJ,YV4902ND6F1202050,Volvo,XC70T6
36488,2017,15623,Houston, TX,YV440MDU4H2066859,Volvo,XC60T5
14991,2010,35856,Miami, FL,YV4960DL0A2123696,Volvo,XC60FWD
11997,2010,112766,Fond Du Lac, WI,YV4992DZ5A2104746,Volvo,XC60AWD
34250,2016,25706,Louisville, KY,YV449MDM4G2821366,Volvo,XC60FWD
36588,2017,14668,Houston, TX,YV440MDU0H2063005,Volvo,XC60T5
19699,2012,71923,Englewood, CO,YV4940DZ5C2329996,Volvo,XC60AWD
35619,2015,29109,Golden Valley, MN,YV4902NK9F1207984,Volvo,XC702015.5
36612,2016,4961,Irving, TX,YV440MDM4G2880525,Volvo,XC60FWD
35800,2017,25233,Little Rock, AR,YV440MDU9H2005135,Volvo,XC60T5
7250,2007,131076,Raleigh, NC,YV4CZ982871411290,Volvo,XC90AWD
37449,2017,6125,Marietta, GA,YV440MRUXH2002088,Volvo,XC60T5
31995,2016,12156,Berwyn, PA,YV1612SK7G1306788,Volvo,V60T5
9700,2008,119288,Frederick, MD,YV4BZ982681018126,Volvo,XC704dr
9796,2011,105346,Culpeper, VA,YV4940DL5B2155681,Volvo,XC60FWD
36588,2017,15475,Houston, TX,YV440MDU5H2074632,Volvo,XC60T5
39991,2016,31,Tempe, AZ,YV126MFK9G2409419,Volvo,S60T5
39991,2016,36,Tempe, AZ,YV126MFK5G2409496,Volvo,S60T5
36917,2017,16910,Syracuse, NY,YV440MRU1H2053821,Volvo,XC60T5
39991,2016,85,Tempe, AZ,YV126MFK2G2392463,Volvo,S60T5
37950,2017,1488,St. Louis, MO,YV449MRU3H2192225,Volvo,XC60T6
25488,2017,10958,Pittsboro, NC,YV126MFL7H2422793,Volvo,S60T5
34998,2015,34964,Concord, NH,YV4902NK9F1216426,Volvo,XC702015.5
32994,2015,37083,Santa Monica, CA,YV4902RD8F2624714,Volvo,XC60T6
36955,2017,12924,Marietta, GA,YV440MDU5H2006475,Volvo,XC60T5
34386,2015,16842,Ellicott City, MD,YV4902RK9F2720771,Volvo,XC602015.5
8559,2010,126377,Littleton, CO,YV1390MSXA2511987,Volvo,S404dr
8848,2005,139079,Pensacola, FL,YV1CN592051168961,Volvo,XC904dr
20995,2015,48506,Berwyn, PA,YV140MFK7F1352314,Volvo,S602015.5
33993,2015,27267,Summit, NJ,YV4902RC4F2611692,Volvo,XC60T6
23483,2015,20931,Pensacola, FL,YV140MFB9F1317368,Volvo,S60T5
25700,2015,34066,Fort Washington, PA,YV140MFB3F2299363,Volvo,S60T5
36488,2017,17953,Houston, TX,YV440MDUXH2059589,Volvo,XC60T5
22389,2015,32267,Alexandria, VA,YV126MFB9F1313732,Volvo,S60T5
21900,2015,28366,Jacksonville, FL,YV140MFB1F1308938,Volvo,S60T5
25995,2015,32215,Hasbrouck Heights, NJ,YV1612TB0F2318384,Volvo,S60T5
31980,2015,46991,West Chester, PA,YV4902RH4F2585719,Volvo,XC60T6
18990,2014,64239,Oak Park Heights, MN,YV1612FS1E1295276,Volvo,S60T5
9998,2009,162042,Nazareth, PA,YV4BZ992091056127,Volvo,XC704dr
32900,2015,36366,Worcester, MA,YV4902RD9F2592517,Volvo,XC60T6
34777,2016,11014,Nazareth, PA,YV4612UM1G2000066,Volvo,S60
25900,2015,32685,Fort Washington, PA,YV140MFC1F2308604,Volvo,S60T5
5999,2007,123181,Delran, NJ,YV1MS382072281261,Volvo,S404dr
22888,2016,25934,Carrollton, TX,YV1612TKXG2391439,Volvo,S60T5
36912,2017,10058,Concord, NH,YV440MRU2H2012985,Volvo,XC60T5
34995,2015,42560,Edison, NJ,YV4902ND7F1201943,Volvo,XC70T6
26235,2013,39620,Little Rock, AR,YV4952CZ7D1633607,Volvo,XC90AWD
28990,2015,31754,Worcester, MA,YV1902TP0F1350138,Volvo,S602015.5
10798,2008,74209,Renton, WA,YV1MC67228J046433,Volvo,C702dr
13991,2012,68619,Forsyth, GA,YV1672MK1C2275389,Volvo,C302dr
3000,2000,138691,Danville, KY,YV1TS94D4Y1105455,Volvo,S804dr
18750,2013,59635,Brockton, MA,YV1902FHXD2197652,Volvo,S60T6
34888,2015,25231,Lynnwood, WA,YV4902RC6F2566397,Volvo,XC60T6
36942,2017,13874,Oak Park, IL,YV440MRU1H2081117,Volvo,XC60T5
34577,2015,26358,Coconut Creek, FL,YV4902RP8F2629342,Volvo,XC602015.5
37885,2017,4580,Marietta, GA,YV440MDU2H2041667,Volvo,XC60T5
35249,2016,23071,Upper Saddle River, NJ,YV4902RK2G2846228,Volvo,XC60AWD
33995,2015,34478,Edison, NJ,YV449MDM3F2650625,Volvo,XC602015.5
34499,2015,49705,Hingham, MA,YV4902ND9F1187964,Volvo,XC70T6
39817,2016,8927,Merriam, KS,YV4102XK7G1088683,Volvo,XC90AWD
38998,2017,5308,Falls Church, VA,YV440MRU8H2103064,Volvo,XC60T5
32000,2015,54542,Summit, NJ,YV4902RM3F2755582,Volvo,XC602015.5
22785,2015,42062,Longmont, CO,YV1612TB3F1315713,Volvo,S60T5
36800,2017,15781,Golden Valley, MN,YV440MRU3H2081281,Volvo,XC60T5
2600,2004,166152,North Hampton, NH,YV1CZ91H441102052,Volvo,XC904dr
37886,2017,5746,Marietta, GA,YV440MDR5H2015740,Volvo,XC60T5
36970,2017,14923,Oak Park, IL,YV440MRUXH2056071,Volvo,XC60T5
33995,2016,33112,Orland Park, IL,YV449MRK8G2871842,Volvo,XC60AWD
11888,2010,120117,Saint Louis, MO,YV4992DZ2A2019590,Volvo,XC60AWD
35990,2017,19398,Portland, OR,YV440MRU1H2001654,Volvo,XC60T5
35990,2017,19554,Portland, OR,YV440MRU5H2053336,Volvo,XC60T5
37985,2017,5421,Marietta, GA,YV440MDU9H2041438,Volvo,XC60T5
37985,2017,5491,Marietta, GA,YV440MRU9H2002115,Volvo,XC60T5
38499,2017,2496,Bethesda, MD,YV449MRU6H2127157,Volvo,XC60T6
37993,2017,5462,Marietta, GA,YV440MDU1H2038176,Volvo,XC60T5
33995,2015,26626,Glendale, CA,YV4902RS3F2730230,Volvo,XC602015.5
37500,2017,19516,Wilmington, NC,YV440MRU3H2013921,Volvo,XC60T5
11998,2009,98524,Westbrook, CT,YV4BZ982791064405,Volvo,XC704dr
37985,2017,5644,Marietta, GA,YV440MDUXH2041383,Volvo,XC60T5
28990,2015,221,Sinking Spring, PA,YV126MFB1F2302752,Volvo,S60T5
37985,2017,5822,Marietta, GA,YV440MDUXH2039746,Volvo,XC60T5
37985,2017,6002,Marietta, GA,YV440MDU9H2039169,Volvo,XC60T5
35500,2016,17635,Louisville, KY,YV449MRK9G2899746,Volvo,XC60AWD
3495,2001,181050,Detroit, MI,YV1TS94D311209330,Volvo,S802.9
37295,2017,14542,Edison, NJ,YV440MRU2H2013246,Volvo,XC60T5
22458,2015,35833,Simsbury, CT,YV1612TB1F1307965,Volvo,S60T5
32900,2017,20536,Milford, CT,YV140MEKXH1332787,Volvo,V60T5
40899,2017,3500,Simsbury, CT,YV149MTS9H2431216,Volvo,S60T6
37996,2017,6271,Marietta, GA,YV440MDR2H2035377,Volvo,XC60T5
20991,2013,40655,San Antonio, TX,YV4952CY4D1661369,Volvo,XC90FWD
34500,2016,34409,Crystal Lake, IL,YV4902RM3G2787241,Volvo,XC60AWD
11995,2009,72414,National City, CA,YV1MS382192465563,Volvo,S404dr
37295,2017,14880,Edison, NJ,YV440MRU6H2013542,Volvo,XC60T5
16000,2010,56738,PORTLAND, OR,YV4992DZ3A2033711,Volvo,XC60AWD
25985,2017,11378,Marietta, GA,YV140MTL6H2420435,Volvo,S60T5
35999,2017,9377,Auburn, WA,YV440MUM3H2003574,Volvo,S60
34998,2017,16087,Concord, NH,YV440MWK9H1025855,Volvo,V60
37983,2017,7920,Dallas, TX,YV449MRR7H2041836,Volvo,XC60T6
15995,2011,91118,Englewood, NJ,YV4902DZ9B2180613,Volvo,XC60AWD
37989,2017,7131,Columbia, SC,YV440MDUXH2038967,Volvo,XC60T5
4700,2003,127612,Swannanoa, NC,YV1VW27553F985800,Volvo,V405dr
15996,2011,68280,Bellevue, WA,YV4952CY9B1574449,Volvo,XC90FWD
25900,2015,8213,Georgetown, TX,YV126MFK2F2336683,Volvo,S602015.5
9990,2009,116169,Winston Salem, NC,YV1MS382392451874,Volvo,S404dr
35990,2016,24008,Decatur, AL,YV440MDM8G2875196,Volvo,XC60FWD
6498,2005,167107,Raleigh, NC,YV1SZ592051181239,Volvo,XC702.5L
37274,2015,24409,Fairfax, VA,YV4902NB0F1199290,Volvo,XC70T6
35995,2017,11810,Berwyn, PA,YV440MWK8H1025281,Volvo,V60
3995,2004,197159,South River, NJ,YV1CZ91H141036883,Volvo,XC904dr
23500,2015,26580,Bluffton, SC,YV140MFK5F2337269,Volvo,S602015.5
35995,2016,14694,Pelham, AL,YV449MDM5G2887649,Volvo,XC60FWD
38500,2016,11739,Abilene, TX,YV449MRP6G2868336,Volvo,XC60AWD
21995,2015,45106,Berwyn, PA,YV1612TB1F1302944,Volvo,S60T5
22994,2013,11419,Summit, NJ,YV1612FH1D1204381,Volvo,S60T5
36922,2017,24493,Schererville, IN,YV440MRU4H2012129,Volvo,XC60T5
37295,2017,18558,Edison, NJ,YV440MRU8H2010299,Volvo,XC60T5
38997,2017,5402,Charleston, SC,YV449MRR9H2016064,Volvo,XC60T6
13559,2011,110062,Littleton, CO,YV4952CZ5B1582217,Volvo,XC90AWD
23898,2015,30710,Dulles, VA,YV1612TK3F2349578,Volvo,S602015.5
34913,2015,31031,Woodlands, TX,YV4902RP3F2665021,Volvo,XC602015.5
15950,2010,87542,St. Louis, MO,YV4960DL8A2101848,Volvo,XC60FWD
39995,2016,26,New York, NY,YV149MTS2G2409685,Volvo,S60T6
39995,2016,29,New York, NY,YV149MTS1G2409774,Volvo,S60T6
37694,2017,9633,Concord, NH,YV440MRU1H2012315,Volvo,XC60T5
4500,2007,174225,Houston, TX,YV4CY982971330768,Volvo,XC90FWD
37995,2017,11819,Edison, NJ,YV440MRU8H2012506,Volvo,XC60T5
13900,2008,63604,Addison, IL,YV4BZ982X81036743,Volvo,XC704dr
35994,2016,6241,Tempe, AZ,LYV402FM7GB100603,Volvo,S60
13866,2008,72087,Oak Park, IL,YV4BZ982581027903,Volvo,XC704dr
25977,2017,12965,Naperville, IL,YV126MFL0H2422876,Volvo,S60T5
35800,2017,7688,Golden Valley, MN,YV440MUM5H2003706,Volvo,S60
37495,2016,9700,Berwyn, PA,YV4902RK8G2787296,Volvo,XC60AWD
35486,2015,28262,Schaumburg, IL,YV4902RC3F2598823,Volvo,XC60T6
7499,2007,142754,Frederick, MD,YV4SZ592471263657,Volvo,XC704dr
26900,2014,43736,East Petersburg, PA,YV1612FH7E2271286,Volvo,S60T5
36993,2017,19824,Concord, NH,YV440MRUXH2056118,Volvo,XC60T5
36410,2014,32399,Tinley Park, IL,YV1612FS8E2296757,Volvo,S60T5
24995,2016,33471,Alexandria, VA,YV140MAM1G1197429,Volvo,S80T5
24391,2013,47897,Bonita Springs, FL,YV4952DZ2D2399336,Volvo,XC603.2L
36492,2015,17423,Albuquerque, NM,YV4902RM5F2716637,Volvo,XC602015.5
25900,2012,39894,Ramsey, NJ,YV4902BZXC1119796,Volvo,XC70AWD
37000,2016,12,San Francisco, CA,LYV402FM8GB090521,Volvo,S60
37000,2016,15,San Francisco, CA,LYV402FM5GB098270,Volvo,S60
37000,2016,22,San Francisco, CA,LYV402FM2GB090224,Volvo,S60
38989,2016,22687,Columbia, SC,YV4102KK9G1057443,Volvo,XC90FWD
24900,2014,25372,East Petersburg, PA,YV1612FHXE2289037,Volvo,S60T5
2199,1999,192440,Shoreline, WA,YV1LS56D4X2600236,Volvo,S70GLT
39999,2016,15810,Allentown, PA,YV4102XK2G1086453,Volvo,XC90AWD
37900,2017,20389,Thousand Oaks, CA,YV440MRU4H2002362,Volvo,XC60T5
11995,2012,104164,Portland, OR,YV1672MK5C2281261,Volvo,C302dr
24995,2015,23113,Austin, TX,YV126MFK0F2359797,Volvo,S602015.5
17606,2012,96025,Winston Salem, NC,YV4952DZ5C2306307,Volvo,XC60AWD
13333,2010,147537,Syracuse, NY,YV4992BZXA1078783,Volvo,XC704dr
3900,2001,200257,Tucker, GA,YV1SW58D911139139,Volvo,V702.4T
37995,2017,15136,Tiverton, RI,YV440MRU1H2013898,Volvo,XC60T5
37995,2017,15158,Tiverton, RI,YV440MRU3H2053500,Volvo,XC60T5
